run_date,notebooks_collected,notebooks_parsed,parse_success_rate,repos_contributing,strata_sampled,notebook_size_index_mean,notebook_size_index_median,narrative_index_mean,narrative_index_median,reproducibility_score_mean,reproducibility_score_median,visualization_density_mean,visualization_density_median,interactive_widget_score_mean,interactive_widget_score_median,scientific_computing_score_mean,scientific_computing_score_median,ml_usage_score_mean,ml_usage_score_median,complexity_score_mean,complexity_score_median,educational_score_mean,educational_score_median,documentation_density_mean,documentation_density_median,mean_total_cells,median_total_cells,mean_code_cells,mean_markdown_cells,mean_total_lines,mean_imports,mean_outputs,pct_with_output,pct_executed_in_order,pct_with_widgets,pyver_3_7_pct,pyver_3_8_pct,pyver_3_11_pct,pyver_3_6_pct,pyver_3_10_pct,pyver_3_9_pct,pyver_2_7_pct,pyver_3_5_pct,pyver_3_13_pct,pyver_3_12_pct,pyver_3_14_pct,pyver_3_1_pct,pct_with_python_version,mean_nbformat,pct_nbformat_4,pyver_3_4_pct,pyver_0_4_pct,collection_type,pyver_1_7_pct,pyver_3_3_pct,pyver_0_6_pct,pyver_7_0_pct,pyver_5_26_pct,pyver_1_6_pct,pyver_5_18_pct,pyver_3_2_pct,pyver_4_2_pct,pyver_4_5_pct,pyver_4_4_pct,pyver_1_8_pct,pyver_1_3_pct,pyver_8_0_pct,pyver_3_0_pct,pyver_1_12_pct,pyver_4_1_pct,pyver_9_0_pct,pyver_0_5_pct,pyver_2_11_pct,pyver_1_2_pct,pyver_1_9_pct,pyver_1_10_pct,pyver_20_18_pct,pyver_16_13_pct,pyver_4_3_pct,pyver_2_13_pct,pyver_9_8_pct,pyver_8_10_pct,pyver_1_1_pct,pyver_5_1_pct,pyver_1_4_pct,pyver_1_5_pct,pyver_0_12_pct,pyver_0_14_pct,pyver_11_1_pct,pyver_4_13_pct,pyver_4_11_pct,pyver_1_11_pct,pyver_0_3_pct,pyver_5_8_pct,pyver_4_0_pct,pyver_1_0_pct,pyver_5_9_pct,pyver_2_12_pct,pyver_2_4_pct,pyver_2_2_pct,pyver_12_0_pct,pyver_8_2_pct
2026-07-24,399,399,1.0,122,6,0.3674,0.3375,0.3388,0.3323,0.7213,0.7984,0.3433,0.1968,0.0285,0.0,0.362,0.5,0.1925,0.0,0.3825,0.3877,0.3993,0.4,0.2084,0.0982,23.451,17.0,14.536,8.912,227.439,5.263,10.441,0.782,0.2256,0.0501,10.64,10.64,8.51,13.37,13.98,7.29,7.6,3.04,7.9,10.94,3.34,,0.8246,3.987,0.9875,0.91,,daily,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,
2026-07-25,400,400,1.0,116,6,0.4268,0.4117,0.3252,0.3034,0.731,0.7975,0.3422,0.2638,0.0333,0.0,0.3798,0.5,0.1955,0.0,0.4308,0.4298,0.4034,0.3915,0.1687,0.0981,28.567,19.0,18.375,10.117,317.235,6.643,14.143,0.7425,0.27,0.04,9.97,7.17,14.33,10.59,14.64,10.59,6.23,5.3,3.74,12.46,3.12,,0.8025,3.998,0.9975,0.31,,daily,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-26,400,396,0.99,107,6,0.404,0.3637,0.3941,0.403,0.7328,0.8116,0.3185,0.1968,0.0208,0.0,0.3189,0.5,0.202,0.1,0.3954,0.3965,0.4975,0.5595,0.2344,0.1623,26.808,17.0,15.157,11.543,286.035,5.404,11.124,0.7273,0.2677,0.0227,11.94,10.45,11.34,7.16,16.12,7.46,8.06,1.49,8.06,12.54,4.48,,0.846,3.987,0.9874,0.9,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27,382,379,0.9921,123,6,0.3862,0.3505,0.3017,0.2651,0.7453,0.8096,0.3388,0.1968,0.0202,0.0,0.3732,0.5,0.1499,0.0,0.3916,0.3884,0.3574,0.3118,0.1853,0.0642,28.715,18.0,18.847,9.744,235.763,5.38,18.356,0.8443,0.2823,0.0185,18.79,9.55,4.46,11.78,8.28,8.92,14.97,5.73,4.14,4.14,2.23,0.96,0.8285,3.987,0.9868,,,daily,0.64,,,,,0.64,,,,,,,,,,,,1.59,,,,0.32,,,,,,,,,,2.23,0.64,,,,,,,,,,,,,,,,
2026-07-28,400,399,0.9975,117,7,0.4072,0.3735,0.3575,0.3653,0.7755,0.82,0.3936,0.5,0.0368,0.0,0.3657,0.5,0.1815,0.0,0.3984,0.3844,0.4288,0.4372,0.2341,0.1412,32.642,20.0,20.378,12.216,237.053,5.256,14.614,0.8496,0.3208,0.0501,16.71,11.61,6.8,11.33,8.22,10.48,9.92,6.8,4.82,4.82,2.27,,0.8847,3.995,0.995,2.83,,daily,,1.13,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,0.85,0.57,0.57,,,,,,,,,,,,,
2026-07-29,400,399,0.9975,113,7,0.4097,0.3835,0.3336,0.3279,0.7507,0.805,0.3532,0.1968,0.0365,0.0,0.3862,0.5,0.2045,0.0,0.4254,0.4157,0.4217,0.4196,0.1975,0.1071,29.591,20.0,18.351,11.213,260.381,6.048,18.947,0.812,0.2757,0.0451,15.04,6.19,8.85,11.5,9.73,10.32,11.21,8.55,2.65,12.98,0.29,,0.8496,4.0,1.0,,,daily,,,,,,,,,,,,,,,,,,,,,,0.88,0.29,,,,,,,,,,,,,,0.88,0.29,0.29,,,,,,,,,,
2026-07-30,400,398,0.995,109,7,0.4171,0.3836,0.3712,0.3766,0.74,0.8137,0.421,0.5,0.0264,0.0,0.3807,0.5,0.202,0.0,0.4077,0.4278,0.4742,0.5342,0.2248,0.1611,31.862,21.0,18.367,13.49,286.407,5.583,10.857,0.7613,0.294,0.0452,12.32,8.8,3.81,26.39,7.62,14.37,9.09,2.35,5.28,4.69,3.81,,0.8568,3.992,0.9925,0.29,,daily,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,
2026-07-31,400,399,0.9975,132,7,0.391,0.3665,0.3247,0.282,0.7305,0.8,0.4359,0.5,0.0243,0.0,0.4402,0.5,0.1624,0.0,0.4039,0.388,0.3967,0.389,0.2006,0.1132,28.975,21.0,17.727,11.236,234.16,5.449,13.115,0.8371,0.2481,0.0226,22.9,10.97,10.32,11.61,9.03,9.68,6.77,1.29,3.87,11.29,0.65,,0.7769,4.0,1.0,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,
2026-08-01,400,400,1.0,108,7,0.4055,0.3684,0.3494,0.3722,0.7301,0.8,0.3941,0.5,0.0373,0.0,0.3999,0.5,0.207,0.0,0.4069,0.4043,0.4271,0.4591,0.213,0.1208,29.392,20.0,18.567,10.815,269.262,5.44,13.43,0.825,0.255,0.0475,16.87,7.36,10.74,20.25,14.42,7.67,5.52,3.07,2.15,6.44,3.37,,0.815,3.987,0.9875,0.61,,daily,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-02,400,399,0.9975,108,7,0.4021,0.3548,0.3458,0.3672,0.7216,0.7965,0.3455,0.1106,0.0292,0.0,0.3663,0.5,0.2105,0.0,0.3993,0.4044,0.4354,0.4873,0.2245,0.1327,32.358,20.0,19.674,12.679,259.263,5.584,22.206,0.7794,0.218,0.0276,17.38,19.21,6.4,8.23,15.55,10.67,3.05,5.49,4.88,4.27,2.44,,0.8221,4.0,1.0,,,daily,,0.3,0.61,,,,,,0.3,,,,,,,,0.3,,,,0.61,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,
2026-08-03,400,397,0.9925,115,7,0.3827,0.3592,0.3366,0.344,0.7383,0.8031,0.353,0.1968,0.0302,0.0,0.362,0.5,0.2076,0.2,0.3971,0.3931,0.4181,0.4614,0.1954,0.1212,26.224,20.0,15.753,10.441,207.791,5.599,13.317,0.801,0.2116,0.0353,13.25,10.84,8.73,9.34,17.77,14.76,7.53,3.61,3.01,10.54,,,0.8363,3.992,0.9924,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,
2026-08-04,400,399,0.9975,132,7,0.3888,0.3624,0.3206,0.3001,0.7572,0.8054,0.3764,0.3885,0.0233,0.0,0.3914,0.5,0.2025,0.0,0.401,0.3936,0.3876,0.3805,0.1995,0.0909,27.649,18.0,17.248,10.218,256.491,5.802,11.013,0.7569,0.2757,0.0226,12.01,14.25,5.87,14.53,13.41,12.01,9.5,1.68,4.19,6.42,2.51,,0.8972,4.0,1.0,1.12,,daily,,0.28,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,
2026-08-05,400,400,1.0,109,7,0.3728,0.3577,0.3331,0.3274,0.7404,0.8041,0.3461,0.1968,0.0298,0.0,0.4188,0.5,0.2005,0.0,0.3908,0.4027,0.4208,0.4089,0.2131,0.1054,25.86,18.5,15.755,10.068,204.438,5.522,11.457,0.76,0.295,0.035,8.16,10.27,10.57,21.45,14.2,9.37,7.85,3.32,3.02,9.37,1.51,0.3,0.8275,3.998,0.9975,0.6,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-06,400,399,0.9975,128,7,0.4106,0.3705,0.3442,0.3677,0.7528,0.8116,0.3994,0.5,0.0256,0.0,0.3744,0.5,0.1749,0.0,0.4243,0.4179,0.4527,0.5252,0.2021,0.1282,30.867,20.0,18.774,12.078,261.341,5.737,19.429,0.8496,0.2581,0.0276,13.73,9.25,11.94,8.66,14.63,11.34,4.78,3.88,5.67,13.73,1.19,,0.8396,4.0,1.0,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,0.3,0.3,,,,,,
2026-08-07,400,399,0.9975,107,7,0.4299,0.3952,0.387,0.4057,0.7275,0.802,0.349,0.1968,0.0295,0.0,0.3376,0.5,0.1799,0.0,0.403,0.4041,0.4849,0.5643,0.2426,0.167,31.882,23.0,17.955,13.915,270.073,5.551,13.404,0.7995,0.2657,0.0251,16.51,11.11,9.21,11.75,13.33,5.4,3.17,7.94,6.35,10.16,1.9,0.32,0.7895,3.992,0.9925,,0.32,daily,,0.63,,,,,,,,,,,,,,0.32,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-08,377,377,1.0,121,6,0.4012,0.3812,0.3269,0.3196,0.7223,0.7992,0.3437,0.1106,0.0359,0.0,0.4017,0.5,0.1294,0.0,0.3867,0.3751,0.405,0.3977,0.2214,0.1098,30.939,22.0,18.976,11.629,233.838,5.135,15.074,0.7586,0.2812,0.0557,10.39,11.69,7.14,15.58,6.17,7.79,20.45,7.14,1.3,4.87,1.3,,0.817,3.955,0.9549,3.9,0.32,daily,,0.32,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-09,400,399,0.9975,104,6,0.3802,0.3457,0.3476,0.3323,0.765,0.82,0.3356,0.1106,0.0361,0.0,0.3749,0.5,0.2401,0.4,0.4,0.3852,0.4435,0.4592,0.2319,0.1404,25.263,20.0,15.789,9.469,231.429,5.596,15.358,0.8246,0.3108,0.0451,15.7,10.47,4.94,14.24,5.81,9.3,13.08,13.08,1.74,11.34,0.29,,0.8622,3.992,0.9925,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,400,400,1.0,122,6,0.3976,0.368,0.3392,0.3695,0.7813,0.82,0.4458,0.5,0.0295,0.0,0.4236,0.5,0.1865,0.0,0.418,0.4182,0.4494,0.5122,0.2008,0.1416,30.685,22.0,19.468,11.21,214.347,5.647,15.035,0.8325,0.305,0.04,10.44,6.04,5.49,23.08,9.07,7.42,13.46,7.14,2.75,11.54,1.92,,0.91,4.0,1.0,,,daily,0.27,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,0.55,,,,,,
2026-08-11,351,348,0.9915,99,5,0.42,0.3803,0.3452,0.3516,0.7387,0.7992,0.3806,0.5,0.0305,0.0,0.3983,0.5,0.2362,0.2,0.4188,0.4233,0.4422,0.492,0.1946,0.1118,34.695,21.0,20.431,13.842,279.218,5.802,18.526,0.7759,0.2385,0.0517,15.59,3.05,8.47,23.05,11.19,7.12,11.86,11.53,1.02,5.42,0.68,,0.8477,3.986,0.9856,0.68,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,
2026-08-12,400,400,1.0,125,7,0.4397,0.4143,0.3148,0.3013,0.695,0.766,0.379,0.5,0.0376,0.0,0.4427,0.5,0.237,0.0,0.4504,0.4519,0.4068,0.392,0.1692,0.0909,32.345,22.0,21.082,11.145,345.91,6.96,13.46,0.7525,0.1975,0.0475,12.67,6.67,7.67,16.0,5.67,10.0,11.33,7.0,6.67,14.33,1.0,,0.75,3.987,0.9875,0.67,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,
2026-08-13,400,400,1.0,106,7,0.3644,0.3388,0.3198,0.3065,0.7464,0.8054,0.3456,0.1106,0.0471,0.0,0.3674,0.5,0.2015,0.0,0.391,0.403,0.3969,0.4233,0.2156,0.096,24.975,19.0,16.005,8.953,193.377,5.295,14.495,0.8425,0.245,0.055,19.28,13.86,8.13,15.36,14.46,7.83,5.72,3.61,2.41,6.33,1.2,,0.83,3.995,0.995,,,daily,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,
2026-08-14,400,399,0.9975,120,7,0.4287,0.4047,0.3396,0.3452,0.7411,0.8035,0.3819,0.316,0.029,0.0,0.4095,0.5,0.2,0.0,0.4351,0.4402,0.4322,0.4655,0.2054,0.1086,33.083,21.0,20.241,12.82,276.586,6.241,19.125,0.8772,0.2632,0.0426,7.5,7.81,10.0,14.69,17.81,19.38,4.38,7.5,1.88,5.94,0.62,,0.802,3.977,0.9774,0.62,,daily,,1.25,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-15,400,398,0.995,103,6,0.3926,0.3624,0.3551,0.3656,0.7334,0.8098,0.3235,0.0,0.039,0.0,0.3241,0.5,0.2045,0.0,0.4001,0.4012,0.4602,0.5076,0.2131,0.1242,26.156,18.0,15.505,10.538,249.47,5.608,14.226,0.7864,0.3015,0.0427,10.59,12.15,6.23,13.71,15.26,14.02,8.72,4.67,5.61,6.85,0.93,,0.8065,3.975,0.9749,,,daily,,,,,,0.31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,
2026-08-16,400,399,0.9975,122,7,0.3932,0.3599,0.3066,0.2563,0.7255,0.7955,0.3773,0.5,0.0466,0.0,0.397,0.5,0.182,0.0,0.4169,0.4157,0.3753,0.3319,0.191,0.0852,29.469,19.0,19.514,9.86,240.015,6.243,16.291,0.7995,0.2105,0.0576,13.03,16.36,6.97,16.67,8.18,11.82,9.09,1.82,5.15,5.45,2.73,,0.8271,3.975,0.9749,2.12,0.3,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,
2026-08-17,400,400,1.0,110,7,0.3975,0.3873,0.3519,0.3393,0.7233,0.8029,0.3778,0.4564,0.0443,0.0,0.3639,0.5,0.214,0.0,0.4022,0.3884,0.4448,0.5066,0.2067,0.1232,27.983,21.0,16.918,11.062,262.425,5.88,15.422,0.7975,0.235,0.05,23.57,10.83,3.18,18.47,10.51,7.32,7.01,8.6,0.96,9.24,,0.32,0.785,3.998,0.9975,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18,400,400,1.0,121,7,0.4179,0.3997,0.3368,0.311,0.7384,0.8004,0.355,0.1968,0.0256,0.0,0.3782,0.5,0.188,0.0,0.4168,0.4187,0.4206,0.4067,0.1924,0.1304,31.0,22.0,19.677,11.307,264.73,5.855,15.322,0.8025,0.2475,0.03,12.39,11.78,6.34,13.6,17.22,8.16,10.88,2.11,4.23,11.18,2.11,,0.8275,3.993,0.9925,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-19,400,394,0.985,97,7,0.442,0.4279,0.4209,0.4444,0.6786,0.7611,0.3418,0.1968,0.0335,0.0,0.3713,0.5,0.2076,0.0,0.402,0.404,0.509,0.5628,0.2644,0.2206,37.203,25.0,21.614,15.558,256.365,5.447,12.972,0.6853,0.1904,0.0406,15.26,9.09,14.94,18.51,14.94,5.84,3.57,5.19,2.92,4.87,4.22,,0.7817,3.997,0.9975,0.65,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-20,400,394,0.985,141,7,0.3853,0.3626,0.2857,0.2463,0.7537,0.8,0.3909,0.5,0.0282,0.0,0.4294,0.5,0.1853,0.0,0.4217,0.4243,0.3664,0.3113,0.1737,0.076,26.556,19.0,17.523,9.03,235.198,5.871,16.132,0.8249,0.2513,0.0381,10.06,10.06,10.65,13.91,7.99,5.92,14.5,6.51,2.37,11.24,3.55,,0.8579,3.995,0.9949,1.18,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,
2026-08-21,400,399,0.9975,127,7,0.4166,0.3931,0.3574,0.3333,0.7156,0.7873,0.3813,0.5,0.0208,0.0,0.3924,0.5,0.206,0.0,0.4125,0.4197,0.4582,0.4854,0.213,0.125,29.544,21.0,17.704,11.772,292.025,6.013,11.579,0.7018,0.2456,0.0276,14.98,5.5,10.7,14.98,9.79,2.75,18.96,6.42,4.59,7.65,1.83,,0.8195,3.995,0.995,,,daily,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,0.31,,,,,,,,,,,,,,1.22,,,,
2026-08-22,400,397,0.9925,117,6,0.3693,0.329,0.316,0.3179,0.7786,0.82,0.4061,0.5,0.0195,0.0,0.4223,0.5,0.1894,0.0,0.3999,0.3904,0.3967,0.3998,0.1872,0.0938,23.854,18.0,15.471,8.307,224.945,5.642,14.055,0.869,0.3048,0.0202,11.4,11.68,7.41,20.8,5.41,8.83,11.4,5.7,4.84,9.97,0.57,,0.8841,3.982,0.9824,1.42,,daily,,0.28,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-23,400,400,1.0,103,7,0.3845,0.3782,0.3238,0.315,0.746,0.8048,0.3844,0.5,0.024,0.0,0.3949,0.5,0.1935,0.0,0.3976,0.4004,0.4145,0.4273,0.1898,0.0864,26.405,19.0,17.358,8.982,219.37,5.478,11.967,0.7975,0.2625,0.03,12.69,9.67,10.27,23.56,12.99,11.18,6.04,5.14,3.32,3.63,,,0.8275,3.993,0.9925,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,
2026-08-24,400,398,0.995,123,7,0.3897,0.3583,0.2745,0.2351,0.7559,0.82,0.3529,0.3364,0.0242,0.0,0.3849,0.5,0.1955,0.0,0.4066,0.3941,0.3466,0.3001,0.1629,0.0721,29.44,18.0,19.503,9.882,246.515,5.96,12.515,0.8216,0.2839,0.0226,17.51,6.23,14.24,21.66,10.39,12.76,6.23,2.08,1.19,5.93,1.19,,0.8467,3.99,0.9899,0.3,,daily,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25,400,400,1.0,117,7,0.402,0.3564,0.3168,0.3066,0.7636,0.8097,0.3831,0.5,0.0356,0.0,0.4078,0.5,0.172,0.0,0.415,0.4179,0.412,0.3941,0.1955,0.1079,30.605,19.0,19.308,11.275,257.257,5.935,13.765,0.7875,0.2975,0.0475,19.31,12.97,9.22,14.12,18.44,5.48,2.88,3.17,4.61,7.49,1.15,,0.8675,4.0,1.0,0.86,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,
2026-08-26,400,400,1.0,116,7,0.3947,0.3546,0.2988,0.2855,0.7273,0.8068,0.3412,0.0,0.0349,0.0,0.3725,0.5,0.164,0.0,0.4004,0.3889,0.3704,0.3653,0.1912,0.0982,30.815,20.0,20.793,9.905,235.287,5.482,15.71,0.8525,0.2375,0.045,8.28,17.79,12.88,16.26,8.59,11.35,6.75,0.92,1.84,14.11,0.31,,0.815,3.97,0.97,0.31,,daily,,0.31,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-27,400,400,1.0,110,7,0.3953,0.3497,0.314,0.3106,0.7383,0.7988,0.392,0.5,0.0308,0.0,0.4092,0.5,0.228,0.2,0.4211,0.4298,0.416,0.4404,0.1615,0.0917,27.08,19.0,16.725,10.338,254.627,6.165,10.71,0.83,0.2125,0.06,17.07,15.57,6.29,10.18,15.57,11.98,5.09,5.39,1.5,10.18,,,0.835,3.993,0.9925,,,daily,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,
2026-08-28,400,398,0.995,118,7,0.3992,0.3659,0.3008,0.2664,0.7397,0.8,0.3894,0.5,0.0268,0.0,0.3972,0.5,0.1985,0.0,0.4132,0.4042,0.3741,0.3434,0.1848,0.0911,37.884,22.0,24.563,13.163,282.153,5.789,16.711,0.8291,0.2186,0.0226,4.48,9.85,7.16,14.33,11.34,13.43,12.54,7.16,3.58,9.55,1.19,,0.8417,3.997,0.9975,1.79,,daily,0.9,,,,,1.79,,,,,,,,,,,,,,,,,0.3,,,,,,,0.3,,,,,,,,,,,,,,,,0.3,,,
2026-08-29,400,400,1.0,116,6,0.3901,0.3599,0.3504,0.3372,0.7335,0.8068,0.3236,0.0,0.0377,0.0,0.3365,0.5,0.1825,0.0,0.3957,0.3712,0.4223,0.4448,0.2365,0.1541,33.295,20.0,21.94,11.25,274.197,5.463,17.965,0.8075,0.3075,0.045,14.89,12.62,8.09,13.59,11.33,7.44,7.12,4.85,6.15,12.3,0.65,,0.7725,3.987,0.9875,0.97,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,400,396,0.99,118,7,0.417,0.3798,0.3559,0.3695,0.7492,0.82,0.4109,0.5,0.0311,0.0,0.4193,0.5,0.1672,0.0,0.4226,0.4156,0.4406,0.4854,0.2208,0.1186,35.659,20.0,21.23,14.306,282.629,6.035,18.013,0.7929,0.2626,0.0354,9.97,10.83,9.69,14.25,16.52,9.69,9.69,1.71,3.42,13.39,0.85,,0.8864,3.995,0.9949,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-31,400,397,0.9925,110,7,0.4039,0.3773,0.4014,0.4181,0.7348,0.82,0.3626,0.5,0.0337,0.0,0.3902,0.5,0.206,0.0,0.4046,0.4155,0.4718,0.5129,0.2558,0.1639,28.927,19.0,16.657,12.154,297.103,5.844,12.635,0.7859,0.2872,0.0479,16.99,12.18,11.54,14.74,14.74,5.77,8.97,2.24,2.24,9.29,0.64,,0.7859,3.987,0.9874,0.32,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,
2026-09-01,400,395,0.9875,129,7,0.3962,0.3646,0.3226,0.3066,0.7459,0.8,0.3744,0.5,0.0268,0.0,0.409,0.5,0.1782,0.0,0.4095,0.3998,0.421,0.4477,0.1846,0.1084,28.273,19.0,17.537,10.608,275.965,5.997,12.375,0.8127,0.2785,0.0278,11.94,12.84,12.24,10.75,9.25,6.87,17.31,4.18,1.79,9.85,1.19,,0.8481,3.967,0.9671,0.6,,daily,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,
2026-09-02,400,400,1.0,123,6,0.4357,0.4071,0.37,0.3838,0.7687,0.8175,0.4629,0.5,0.0244,0.0,0.4251,0.5,0.1555,0.0,0.4208,0.4264,0.488,0.5563,0.2328,0.1766,36.465,26.0,22.337,14.06,251.055,5.42,18.902,0.855,0.28,0.025,15.8,8.91,3.16,19.54,10.06,6.61,9.2,10.06,4.02,6.32,2.87,,0.87,3.995,0.995,2.59,,daily,,,,,,,,,,,,,,,,0.29,,,,0.29,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,
2026-09-03,400,398,0.995,120,7,0.3738,0.3484,0.3116,0.2807,0.7843,0.82,0.4263,0.5,0.0186,0.0,0.3815,0.5,0.1523,0.0,0.393,0.3969,0.4056,0.3763,0.1785,0.0994,26.726,20.0,16.319,10.402,191.887,5.304,12.342,0.8216,0.3241,0.0201,14.49,13.04,11.3,15.07,13.04,8.99,8.41,5.8,3.48,3.77,2.03,,0.8668,4.0,1.0,0.29,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
